language,incl,done,category,id,species,area,nature,exotic,simp,script,term,script alt,term alt,IPA,status,ety,literal,meaning,remark,notes,first,ambiguous,source page,source,source link,conventionalized,dict page,dictionary,dict link,wiktionary,date,century,period,based on,att page,attested,att,att link,CQL,warning,historic,per m H,tenten,per m C,bdb,etymology,quote,historical corpus,analyzability,structure,element,borrowing,how,type,has prototype,is prototype,modifier tr,head tr,specifying word tr,modifier,headword,specifier,modifier type,sensory,headword type,similarity,mechanism,,,,,,,,,,,,,,,,,,,,,,
Arabic,yes,yes,fenugreek,fenugreek,Trigonella foenum-graecum,Asia,,,الحلبة,حلبة,ḥulba,,ḥuluba,,default,done,,,,,,,,,,,,lane_arabic-english_1863,,https://en.wiktionary.org/wiki/%D8%AD%D9%84%D8%A8%D8%A9,a791,8,,KSUCCA,,al-Farahidi,al-Farahidi Kitab al-Ayn,,"[word=""الحلبة""] | [word=""حلبة""]",WRONG Also means racetrack,684,11.46,"52,617",6.32,,,,,analyzable,derived,,no,,basic,,,,ḥulba,,,ḥulba,,NA,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
Arabic,yes,yes,ginger,ginger,Zingiber officinale,Asia,,,الجنزبيل,جنزبيل,janzabīl,,,,alternative,,,,formed by metathesis (transposition); Egyptian?,,,,,,,yes,,wehr_dictionary_1976,,,,,,,,,,,,,0,0,89,0.01,,,,,unanalyzable,simple,,yes,phonetic,basic,,,,janzabīl,,,janzabīl,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabic,yes,yes,ginger,ginger,Zingiber officinale,Asia,,,الزنجبيل,زنجبيل,zanjabīl,,,,default,done,,,Quran 76:17,,,,,,,yes,,wehr_dictionary_1976,,https://en.wiktionary.org/wiki/%D8%B2%D9%86%D8%AC%D8%A8%D9%8A%D9%84,a632,7,,manual,,Quran,,,"[word=""الزنجبيل""] | [word=""زنجبيل""]",,278,4.66,"12,084",1.45,,,,,unanalyzable,simple,,yes,phonetic,basic,,,,zanjabīl,,,zanjabīl,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabic,yes,yes,long pepper,long pepper,Piper chaba; et al.,Asia,,,الدارفلفل,دارفلفل,dārfilfil,دار فلفل,dār fulful,,default,done,,long pepper (Egy.),,,,,,,,yes,,wehr_dictionary_1976,,https://en.wiktionary.org/wiki/%D8%AF%D8%A7%D8%B1%D9%81%D9%84%D9%81%D9%84,a935,10,,KSUCCA,,al-Razi,al-Razi/Rhazes Kitāb al-Ḥāwī fī al-ṭibb,,"([word=""دار|الدار""] + [word=""فلفل|الفلفل""]) | [word=""دارفلفل|الدارفلفل""]",,80,1.34,77,0.01,,,,,semi-analyzable,compound,,yes,phonetic,cranberry,,,,dārfilfil,,,dārfilfil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabic,yes,yes,nutmeg,mace,Myristica fragrans,Asia,,,,قشرة جوز الطيب ,qishrat jawz al-ṭīb,,,,alternative,,peel of the nut of fragrance,mace,,,,,,Wikipedia,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,modified,,,,jawz al-ṭīb,qishrat,,nutmeg,peel,plant part,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
Arabic,yes,yes,nutmeg,mace,Myristica fragrans,Asia,,,,بسباس,basbās,بسباسة,basbāsa; bisbāsa,,default,done,,mace,Egypt,from Persian,,,,amar_arabian_2017,,yes,,wehr_dictionary_1976,,https://en.wiktionary.org/wiki/%D8%A8%D8%B3%D8%A8%D8%A7%D8%B3,a935,10,,KSUCCA,,al-Razi,al-Razi/Rhazes Kitāb al-Ḥāwī fī al-ṭibb,,"[word=""بسباس""] | [word=""بسباسة""] | [word=""البسباس""] | [word=""البسباسة""] ","WRONG, name of woman in Imru' ul-Qays",66,1.11,715,0.09,,,,,unanalyzable,simple,,yes,phonetic,basic,,,,basbās,,,basbās,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabic,yes,yes,nutmeg,nutmeg,Myristica fragrans,Asia,,,,جوز الطيب,jawz al-ṭīb,,,,default,done,fragrant nut,nutmeg,,Arabization,,,,amar_arabian_2017,,yes,,wehr_dictionary_1976; baalbaki_-mawrid_1995,,https://en.wiktionary.org/wiki/%D8%AC%D9%88%D8%B2_%D8%A7%D9%84%D8%B7%D9%8A%D8%A8,a935,10,,KSUCCA,,al-Razi,al-Razi/Rhazes Kitāb al-Ḥāwī fī al-ṭibb,,جوز الطيب,,4,0.07,309,0.04,,,,,analyzable,compound,,yes,calque,modified,,,al-ṭīb,jawz,,of fragrance,nut,,smell,olfactory,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Arabic,yes,yes,nutmeg,nutmeg,Myristica fragrans,Asia,,,,جوز بوى,jawz bawwā,,jawz bawwā,,alternative,,fragrant nut,nutmeg,,bawwā also with alif; from Persian bū `scent',,,,amar_arabian_2017,,yes,,baalbaki_-mawrid_1995,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,yes,phonetic,modified,,,bawwā,jawz,,scent,nut,,smell,olfactory,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Arabic,yes,yes,nutmeg,nutmeg,Myristica fragrans,Asia,,,,داركيسة,dārkīsa,,,,alternative,,,nutmeg,"From Persian دار کیسه‎ (dār kīsa, literally “pouch tree”)",???,,,,amar_arabian_2017,,,,,,,1025,11,,,,Ibn Sina,Qanun,,,,,,,,,,,,unanalyzable,simple,,yes,phonetic,basic,,,,dārkīsa,,,dārkīsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabic,yes,yes,pepper,pepper,Piper nigrum,Asia,,,,فلفل أبيض,fulful abyaḍ,,,,alternative,,white pepper,,,,,,,,,yes,,baalbaki_-mawrid_1995,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,modified,,,abyaḍ,fulful,,white,pepper,,color,visual,prototype,,,,,,,,,,,,,,,,,,,,,,,,
Arabic,yes,yes,pepper,pepper,Piper nigrum,Asia,,,,فلفل أسود,fulful aswad,,,,alternative,,black pepper,,,,,,,,,yes,,baalbaki_-mawrid_1995,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,modified,,,aswad,fulful,,black,pepper,,color,visual,prototype,,,,,,,,,,,,,,,,,,,,,,,,
Arabic,yes,yes,pepper,pepper,Piper nigrum,Asia,spice,,,فلفلة,fulfula,,,,alternative,,peppercorn,,,,,,,,,yes,,wehr_dictionary_1976,,,,,,,,,,,,,,,,,,,,,analyzable,derived,,no,,basic,,,,fulfula,,,pepper,,NA,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
Arabic,yes,yes,pepper,pepper,Piper nigrum,Asia,,,,فلفل,fulful,,filfil,,default,done,pepper,,,,,yes,,,,yes,,wehr_dictionary_1976; baalbaki_-mawrid_1995,,https://en.wiktionary.org/wiki/%D9%81%D9%84%D9%81%D9%84,a544,6,,KSUCCA,,Imru' al-Qays,,,"[word=""فلفل""] | [word=""الفلفل""]",,948,15.48,"23,917",2.87,,,,,unanalyzable,simple,,yes,phonetic,basic,,,,fulful,,,pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabic,yes,yes,saffron,saffron,Crocus sativus,Asia,,,,حص,ḥuṣṣ,,,,alternative,,,,??,,,,,,,yes,,wehr_dictionary_1976,,,,,,,,,,,,,,,,,,,,,unanalyzable,simple,,no,,basic,,,,ḥuṣṣ,,,ḥuṣṣ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabic,yes,yes,saffron,saffron,Crocus sativus,Asia,,,,جادي,jādī,,,,alternative,,,"saffron, crocus (the plant)",??,,,,,,,yes,,baalbaki_-mawrid_1995,,,,,,,,,,,,,,,,,,,,,unanalyzable,simple,,no,,basic,,,,jādī,,,jādī,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabic,yes,yes,saffron,saffron,Crocus sativus,Asia,,,,زعفران,zaʿfarān,,,,default,done,saffron,,,,,,,,,yes,,wehr_dictionary_1976; baalbaki_-mawrid_1995,,https://en.wiktionary.org/wiki/%D8%B2%D8%B9%D9%81%D8%B1%D8%A7%D9%86,a687,7,,KSUCCA,,Ibn Abbas,,,"[word=""زعفران""] | [word=""الزعفران""]",,"1,114",18.66,"20,121",2.42,,,,,unanalyzable,simple,,yes,phonetic,basic,,,,zaʿfarān,,,zaʿfarān,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabic,yes,yes,Sichuan pepper,Sichuan pepper,Zanthoxylum spp.,Asia,,,,فلفل سيتشوان,fulful sītshuwān,,,,default,done,Sichuan pepper,Sichuan pepper,,,,,,Wikipedia,,,,,,,1900?,20?,Modern,estimate,,,,,,,0,0,0,0,,,,,analyzable,compound,,no,,modified,,,sītshuwān,fulful,,Sichuan,pepper,,geographic origin,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Arabic,yes,yes,Sichuan pepper,Sichuan pepper,Zanthoxylum spp.,Asia,,,,فاغرة,fāghira ,,فاغرة فلفلية,,historic,,,Sichuan pepper; a perfume; the cubeb of China,,,,,,,,,2422,lane_arabic-english_1863,,,c977,10,,KSUCCA,,Muhammad ibn Ahmad al-Khwarizmi,مفاتيح العلوم,,,,,,,,,,,,analyzable,derived,,no,,basic,,,,fāghira ,,,open,,NA,visual,shape,,,,,,,,,,,,,,,,,,,,,,,,
Arabic,yes,yes,star anise,star anise,Illicium verum,Asia,,,,نجمة اليانسون الصينية,najmat al-yānsūn al-ṣīniyya,,,,alternative,,Chinese star anise,,,,,,,,,,,,,,,,Modern,,,,,,نجمة اليانسون الصينية,,0,0,9,>0.01,,,,,analyzable,compound,,no,,modified,,,al-ṣīniyya,najmat al-yānsūn,,Chinese,star anise,,geographic origin,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Arabic,yes,yes,star anise,star anise,Illicium verum,Asia,,,اليانسون النجمي,يانسون نجمي,yānsūn najmī,,,,default,done,star anise,star anise,,,,,,,,,,,,,1400?,15,Modern,estimate,,,,,اليانسون النجمي,,0,0,35,>0.01,,,,,analyzable,compound,,no,,modified,,,najmī,yānsūn,,star,anise,,shape,visual,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Arabic,yes,,star anise,star anise,Illicium verum,Asia,plant,,,ليسوم حقيقي,laysūm ḥaqīqī,,,,alternative,,true illicium,,,,,,,Wikipedia,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,yes,learned loan,modified,,,ḥaqīqī,laysūm,,true,illicium,,positive authenticity,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
Arabic,yes,yes,turmeric,turmeric,Curcuma longa,Asia,,,,أصابع صفر,aṣābiʿ ṣufr,,,,alternative,,yellow fingers,,,,,,,Wikipedia,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,modified,,,ṣufr,aṣābiʿ,,yellow,fingers,,color,visual,plant part (metaphor),,,,,,,,,,,,,,,,,,,,,,,,
Arabic,yes,yes,turmeric,turmeric,Curcuma longa,Asia,,,,عقدة صفراء,ʿuqda ṣafrā',,,,alternative,,yellow knob,,,,,,,,,yes,,baalbaki_-mawrid_1995,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,modified,,,ṣafrā',ʿuqda,,yellow,knob,,color,visual,plant part,,,,,,,,,,,,,,,,,,,,,,,,
Arabic,yes,yes,turmeric,turmeric,Curcuma longa,Asia,,,,عروق صفر,ʿurūq ṣufr,,,,alternative,,yellow roots,,,,,,,amar_arabian_2017,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,modified,,,ṣufr,ʿurūq,,yellow,roots,,color,visual,plant part,,,,,,,,,,,,,,,,,,,,,,,,
Arabic,yes,yes,turmeric,turmeric,Curcuma longa,Asia,,,,زعفران هندي,zaʿfarān hindī,,,,alternative,,Indian saffron,,,,,,,amar_arabian_2017,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,modified,,,hindī,zaʿfarān,,Indian,saffron,,geographic origin,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Arabic,yes,yes,turmeric,turmeric,Curcuma longa,Asia,,,,شجرة الخطاطيف,shajarat al-khaṭāṭīf,,,,alternative,,tree of the hooks/swifts?,,,,,,,amar_arabian_2017,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,phrasal,,no,,modified,,,al-khaṭāṭīf,shajarat,,of the hooks,tree,,ecology,,plant part,,,,,,,,,,,,,,,,,,,,,,,,
Arabic,yes,yes,turmeric,turmeric,Curcuma longa,Asia,,,الهرد,هرد,hurd,,,,alternative,https://en.wiktionary.org/wiki/%D9%87%D8%B1%D8%AF,,certain roots with which one dyes; like the roots of kurkum and wars,,,,,,amar_arabian_2017,,,2952,lane_arabic-english_1863,"http://ejtaal.net/aa/#hw4=1215,ll=2989",,,,,,,,,,,,,,,,,,,,unanalyzable,simple,,yes,phonetic,basic,,,,hurd,,,hurd,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabic,yes,yes,turmeric,turmeric,Curcuma longa,Asia,,,,كركم,kurkum,,kurkam,,default,done,phonetic,,,,,,,amar_arabian_2017,,yes,,wehr_dictionary_1976,,,a791,8,,KSUCCA,,al-Farahidi,al-Farahidi Kitab al-Ayn,,"[word=""كركم""] | [word=""الكركم""]",,104,1.74,"3,806",0.46,,,,,unanalyzable,simple,,yes,phonetic,basic,,,,kurkum,,,kurkum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabic,yes,yes,vanilla,vanilla,Vanilla planifolia,America,,,,فانيليا,fānīliyā,فانيلا,fānīllā,,default,,phonetic,,,,,,,,,yes,,baalbaki_-mawrid_1995,,,1800?,19?,Modern,estimate,,,,,"[word=""فانيليا""] | [word=""الفانيليا""] | [word=""فانيلا""] | [word=""الفانيلا""]",,0,,"4,383",0.53,,,,,unanalyzable,simple,,yes,phonetic,basic,,,,fānīliyā,,,vanilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabic,yes,yes,vanilla,vanilla,Vanilla planifolia,America,,,,ونيلية,wanīliyya,,,,alternative,,,,,,,,,,,yes,,baalbaki_-mawrid_1995,,,,,,,,,,,,,,,,,,,,,unanalyzable,simple,,yes,phonetic,basic,,,,wanīliyya,,,vanilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,yes,cardamom,aframomum,Aframomum daniellii ,Africa,,,,,African cardamom,,,,related,,,,,,,no,,wikipedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,yes,cardamom,aframomum,Aframomum daniellii ,Africa,,,,,bastard Melegueta,,,,alternative,,,,,,,,,van_wyk_culinary_2014,,no,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,yes,cardamom,aframomum,Aframomum daniellii; A. alboviolaceum,Asia,,,,,Cameroon cardamom,,,,related,,,,,,,yes,,van_wyk_culinary_2014,,no,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,yes,cardamom,aframomum,Aframomum corrorima ,Africa,,,,,Ethiopian cardamom,,,,related,,,,,,,no,,van_wyk_culinary_2014,,no,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,yes,cardamom,aframomum,Aframomum macrospermum,Africa,,,,,Guinea cardamom,,,,related,,,,,,,no,,van_wyk_culinary_2014,,no,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,yes,cardamom,aframomum,Aframomum angustifolium,Africa,,,,,Madagascar cardamom,,,,related,,,,,,,no,,van_wyk_culinary_2014,,no,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,yes,cardamom,aframomum,Aframomum corrorima ,Africa,,,,,korarima,,,,alternative,,,,,,,,,van_wyk_culinary_2014,,no,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,yes,allspice,allspice,Pimenta dioica,America,,,,,pepper cloves,,,,http://www.webbjames.com/spices/pimento/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,yes,cardamom,cardamom,Elettaria cardamomum,Asia,,,,,queen of spices,,,,alias,,,,,the king of spices is black pepper,,no,,ravindran_cardamom_2002,,no,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,,grains of paradise,grains of paradise,Aframomum melegueta,Africa,,,,,fom wisa,,,,related,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,,grains of paradise,grains of paradise,Aframomum melegueta,Africa,,,,,ossame,,,,related,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,,grains of paradise,grains of paradise,Aframomum melegueta,Africa,,,,,grains of paradise,,,,related,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,,grains of paradise,grains of paradise,Aframomum melegueta,Africa,,,,,Guinea grains,,,,related,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,,grains of paradise,grains of paradise,Aframomum melegueta,Africa,,,,,melegueta pepper,,,,related,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,yes,cardamom,greater galangal,Alpinia galanga,Asia,,,,,greater galangal,,,,default,,,,,,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,yes,pepper,pepper,Piper nigrum,Asia,,,,,king of spices,,,,alias,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,maybe,calque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,yes,vanilla,vanilla,Vanilla planifolia,America,cultivar,,,,Madagascar vanilla,,,,alternative,,,,,,,,,Wikipedia,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,yes,vanilla,vanilla,Vanilla pompona,America,cultivar,,,,Mexican vanilla,,,,alternative,,,,,,,,,Wikipedia,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,yes,vanilla,vanilla,Vanilla planifolia,America,cultivar,,,,West Indian vanilla,,,,alternative,,,,,,,,,Wikipedia,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,,ambergris,,,,,,,,ambergrice,,,,obsolete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,,allspice,,Pimenta dioica,,,,,,English spice,,,,speculative,,,,,Jamaica was British colony,,,64,raghavan_handbook_2007,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,,,,,,yes,,,,,,,,,,,,innovation,,,,,,,,,,,,,,,,,,,,,,
English,no,,allspice,,Pimenta dioica,,,,,,four spice,,,,speculative,,,,,"resembles the flavour of 4 different spices; cf. French; Because like combination of cinnamon, nutmeg, cloves, and black pepper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,,,,,,yes,,,,,,,,,,,,innovation,,,,,,,,,,,,,,,,,,,,,,
English,no,,frankincense,,,,incense,,,,frankincense,,,,default,,,,,olibanum,,,,,,yes,,OED,https://www.oed.com/view/Entry/74231,,a1400,15,,,,,,,,,,,,,,,,,analyzable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,,musk,,,,,,,,musk,,,,default,,,,,,,,,,,yes,,OED,,,,,,,,,,,,,,,,,,,,,unanalyzable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,,myrrh,,,,,,,,myrrh,,,,default,,,,,East African myrrh,,,,,,yes,,OED,https://www.oed.com/view/Entry/124582?rskey=26duac&result=1#eid,,,,,,,,,,,,,,,,,,,,unanalyzable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,,safflower,,Lyperia crocea,,,,,,†Cape saffron,,,,,,,,,,,,,,,,OED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,,safflower,,Carthamus tinctorius,,,,,,†mock saffron,,,,,,,,,,,,,,,,OED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,,safflower,,Crocus vernus,,,,,,†saffron of the spring,,,,,,,,,,,,,,,,OED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,,anatto,,Bixa orellana,,,,,,achiote,,,,,,,,,,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,,false nutmeg,,Pycnanthus angolensis,,,,,,African nutmeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,yes,false pepper,,Zanthoxylum tessmannii,,plant; spice,,,,African pepper,,,,default,,,,,,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,,safflower,,Lyperia crocea,,,,,,African saffron,,,,,,,,,,,,,,,,OED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,,grains of paradise,,Aframomum melegueta,Africa,,,,,alligator pepper,,,,alternative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,,ambergris,,,,,,,,amber of Greece,,,,alternative,,,,,folk etymologization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,,ambergris,,,,,,,,ambergrease,,,,alternative,,,,,folk etymologization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,,ambergris,,,,,,,,ambergris,,,,default,,,,,,,,,,,yes,,OED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,,safflower,,Carthamus tinctorius,,,,,,American saffron,,,,,,,,,,,,,,,,OED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,,anatto,,Bixa orellana,,,,,,an(n)atto,,,,default,,,,,,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,,false nutmeg,,Pycnanthus angolensis,,,,,,Angolan nutmeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,,asafoetida,,Ferula assa-foetida,Asia,,,,,asant,,,,alternative,,,,,from German Stinkasant?,,,,Wiktionary,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,,basil,,Ocimum basilicum,,,,,,basil,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,,safflower,,Carthamus tinctorius,,,,,,bastard saffron,,,,,,,,,,,,,,,,OED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,,bay,,Laurus nobilis,,,,,,bay laurel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,,bay,,Laurus nobilis,,,,,,bay leaf,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,,allspice,,Pimenta dioica,,,,,,bayberry,,,,erroneous,,,,,???,,,,https://www.seedlipdrinks.com/en-us/journal/a-brief-history-of-allspice/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,,,,various,,,,,,Bishop's weed,,,,related,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,,mustard,,Brassica nigra,,,,,,black mustard,,,,default,,,,,,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,,nigella,,Nigella sativa,,,,,,black seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,yes,pink pepper,,Schinus terebinthifolius,America,plant; fruit,,,,Brazil pepper,,,,alternative,,,,,,,no,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,,camphor,,Cinnamomum camphora,,,,,,camphor,,,,default,,,,,,,,,,,yes,,OED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,yes,chile,,Capsicum annuum Longum,America,spice; product,,,,chilli powder,,,,alternative,,,a spice made from dried powdered red chillies.,,usually chili powder,,no,,,,yes,,OED,https://www.oed.com/view/Entry/31675?redirectedFrom=chilli+powder#eid9490729,,1898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,,liquorice,,Glycyrrhiza uralensis,,,,,,Chinese licorice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,,mastic,,Pistacia lentiscus,,,,,,Chios mastic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,,basil,,Ocimum basilicum,,,,,,common basil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
